OBJECTID,Vehicle Year,Vehicle Make,Vehicle Model,Vehicle Style,Vehicle Colour,Vehicle Value,Weekday,Recovered,Neighbourhood,Ward,Sector,Reported Date,Occurred Date,Year,Intersection,Division,Census Tract,Time of Day,Councillor,Reported Hour,Occurred Hour,x,y
7732,2003,FORD,F350,Motor Home,BLU,,Thursday,Y,Orléans North West,Ward 2 - Orléans West-Innes,Sector 31,8/24/2023 5:00:00 AM,8/24/2023 5:00:00 AM,2023,"BILBERRY DR W, JEANNE D'ARC BLVD",East,5050124.02,Morning,Laura Dudas,700,700,380448.9262,5038398.5929
7733,2023,"TOYOTA/ TOYOTA MOTOR CO., LTD.",RAV4,Suv,BLK,,Sunday,N,Ottawa South,Ward 17 - Capital,Sector 22,6/12/2023 5:00:00 AM,6/11/2023 5:00:00 AM,2023,"BRISTOL AVE, FENTIMAN AVE",Central,5050016.00,Evening,Shawn Menard,700,1900,369313.7787,5028774.3009
7734,2017,FORD,ECONOLINE E150,Other,WHI,,Sunday,Y,Overbrook - McArthur,Ward 13 - Rideau-Rockcliffe,Sector 25,8/24/2023 5:00:00 AM,8/20/2023 5:00:00 AM,2023,"BELFAST RD, COVENTRY RD",Central,5050012.00,,Rawlson King,1800,,371523.9113,5031640.5684
7735,2018,,,Trailer,BLK,,Saturday,Y,Carp,Ward 5 - West Carleton-March,Sector 11,6/12/2023 5:00:00 AM,6/10/2023 5:00:00 AM,2023,"CARDEVCO RD, WESCAR LANE",West,5050300.01,Evening,Clarke Kelly,1100,2200,345813.7552,5017051.4599
7736,2021,"TOYOTA/ TOYOTA MOTOR CO., LTD.",HIGHLANDER,Automobile,WHI,,Thursday,Y,New Barrhaven - New Development - Stonebridge,Ward 3 - Barrhaven West,Sector 16,8/24/2023 5:00:00 AM,8/24/2023 5:00:00 AM,2023,"SHADEHILL CRES, EDGEFIELD TER N",West,5050141.26,Night,David Hill,300,300,365771.4109,5012407.3009
7737,2021,"HONDA/AMERICAN HONDA MOTOR CO.,",,Automobile,SIL,,Sunday,N,Rothwell Heights - Beacon Hill North,Ward 11 - Beacon Hill-Cyrville,Sector 32,6/12/2023 5:00:00 AM,6/11/2023 5:00:00 AM,2023,"FILLMORE CRES, MONSON CRES S",East,5050120.02,Evening,Tim Tierney,1700,2200,375501.9129,5036076.5956
7738,2014,CHEVROLET,,Truck,RED,,Tuesday,N,Carlingwood West - Glabar Park - McKellar Heights,Ward 7 - Bay,Sector 14,8/25/2023 5:00:00 AM,8/22/2023 5:00:00 AM,2023,"BOYD AVE, DOHENY ST, KERR AVE",West,5050025.00,Evening,Theresa Kavanagh,1100,1900,363431.8846,5026633.5317
7739,2013,HYUNDAI,,Automobile,WHI,,Friday,Y,Orléans Chapel Hill South,Ward 19 - Orléans South-Navan,Sector 31,6/12/2023 5:00:00 AM,6/9/2023 5:00:00 AM,2023,"JUNE CRT, ZIEGLER ST",East,5050125.11,Evening,Catherine Kitts,1300,1800,381241.1488,5032465.626
7740,2021,GENERAL MOTORS CORP.,,Automobile,BLK,75000,Friday,N,New Barrhaven - New Development - Stonebridge,Ward 3 - Barrhaven West,Sector 16,8/25/2023 5:00:00 AM,8/25/2023 5:00:00 AM,2023,"GOLFLINKS DR, BENTGRASS GR, SHAWGLEN WAY",West,5050141.04,Morning,David Hill,700,700,365665.5668,5013362.4588
7741,2022,RAM TRUCKS,,Automobile,BLK,,Sunday,N,Ledbury - Heron Gate - Ridgemont - Elmwood,Ward 17 - Capital,Sector 34,6/12/2023 5:00:00 AM,6/11/2023 5:00:00 AM,2023,"WESTVALLEY PRIV S, GLENHAVEN PRIV",East,5050005.00,Evening,Shawn Menard,1400,2300,370180.1483,5025907.8825
7742,2023,MERCEDES-BENZ,,Automobile,WHI,,Friday,N,Ledbury - Heron Gate - Ridgemont - Elmwood,Ward 16 - River,Sector 34,8/25/2023 5:00:00 AM,8/25/2023 5:00:00 AM,2023,"AIRPORT PKY NB OFF RAMP, TRANSITWAY",East,5050001.10,Night,Riley Brockington,600,400,370190.9154,5025638.5225
7743,2021,"TOYOTA/ TOYOTA MOTOR CO., LTD.",,Automobile,BLK,,Monday,N,Ottawa South,Ward 17 - Capital,Sector 22,6/12/2023 5:00:00 AM,6/12/2023 5:00:00 AM,2023,"BELGRAVE RD, ONSLOW CRES",Central,5050016.00,Night,Shawn Menard,1200,200,369696.7666,5029730.5139
7744,2020,"TOYOTA/ TOYOTA MOTOR CO., LTD.",RAV4,Suv,GRY,,Friday,N,Woodvale - Craig Henry - Manordale - Estates of Arlington Woods,Ward 9 - Knoxdale-Merivale,Sector 15,8/25/2023 5:00:00 AM,8/25/2023 5:00:00 AM,2023,"CRAIG HENRY DR, KNOXDALE RD",West,5050135.03,Night,Sean Devine,1600,300,363116.8814,5021654.4895
7745,2016,GENERAL MOTORS CORP.,,Automobile,BLK,,Wednesday,N,Bells Corners East,Ward 8 - College,Sector 15,6/13/2023 5:00:00 AM,6/7/2023 5:00:00 AM,2023,"KIMBERLEY RD, VIRGIL RD",West,5050136.01,Evening,Laine Johnson,100,2100,357815.9383,5020543.5168
7746,2011,CHEVROLET,CRUZE,Automobile,SIL,,Friday,Y,Carp,Ward 5 - West Carleton-March,Sector 11,8/25/2023 5:00:00 AM,6/23/2023 5:00:00 AM,2023,"CARDEVCO RD, RICHARDSON SIDE RD",West,5050300.01,Afternoon,Clarke Kelly,1400,1200,345937.7563,5016908.4588
7747,2011,MAZDA,,Automobile,RED,,Tuesday,Y,East Industrial,Ward 11 - Beacon Hill-Cyrville,Sector 33,6/13/2023 5:00:00 AM,6/13/2023 5:00:00 AM,2023,"INNES RD, 215 W OF CYRVILLE RD, HOME DEPOT W",East,5050122.02,Evening,Tim Tierney,1800,1800,374866.4735,5031003.3358
7748,2015,"TOYOTA/ TOYOTA MOTOR CO., LTD.",,Suv,BLK,,Thursday,N,Hunt Club East - Western Community,Ward 10 - Gloucester-Southgate,Sector 35,8/25/2023 5:00:00 AM,8/24/2023 5:00:00 AM,2023,"DOWNPATRICK RD, WYMAN CRES",East,5050127.00,Evening,Jessica Bradley,1000,2100,370547.9182,5023299.5048
7749,2023,JEEP (1989 AND AFTER),WRANGLER,Suv,GRN,,Tuesday,N,Westboro,Ward 15 - Kitchissippi,Sector 21,6/13/2023 5:00:00 AM,6/13/2023 5:00:00 AM,2023,"GEOFFREY ST, HILSON AVE",Central,5050033.02,Night,Jeff Leiper,1100,100,364038.2736,5028327.3041
7750,2021,"TOYOTA/ TOYOTA MOTOR CO., LTD.",,Suv,WHI,,Friday,N,Riverside South - Leitrim,Ward 22 - Riverside South-Findlay Creek,Sector 35,8/25/2023 5:00:00 AM,8/25/2023 5:00:00 AM,2023,"KELLY FARM DR,SALAMANDER WAY",East,5050126.08,Night,Steve Desroches,800,500,375776.701,5019213.8101
7751,2015,HYUNDAI,,Automobile,WHI,,Monday,Y,West Centertown,Ward 14 - Somerset,Sector 22,6/13/2023 5:00:00 AM,6/12/2023 5:00:00 AM,2023,"GLADSTONE AVE, ROCHESTER ST",Central,5050042.00,Evening,Ariel Troster,1000,2000,366662.8962,5029786.5589
7752,2021,,,Automobile,BLK,,Friday,N,Riverside South - Leitrim,Ward 22 - Riverside South-Findlay Creek,Sector 35,8/25/2023 5:00:00 AM,8/25/2023 5:00:00 AM,2023,"SALAMANDER WAY,ESCAPADE PRIV",East,5050126.08,Morning,Steve Desroches,700,700,375958.8575,5019461.1458
7753,2021,JEEP (1989 AND AFTER),WRANGLER,Suv,RED,,Monday,Y,Greenboro East,Ward 10 - Gloucester-Southgate,Sector 35,6/13/2023 5:00:00 AM,6/12/2023 5:00:00 AM,2023,"BURLINGTON CRES W, HUNTERSFIELD DR W",East,5050001.06,Evening,Jessica Bradley,700,2200,373275.9289,5025236.5176
7754,2018,"HONDA/AMERICAN HONDA MOTOR CO.,",,Automobile,SIL,,Monday,Y,Riverside South - Leitrim,Ward 22 - Riverside South-Findlay Creek,Sector 35,6/13/2023 5:00:00 AM,6/12/2023 5:00:00 AM,2023,"SHORELINE DR, SCHOONER CRES E, SUGAR MAPLE DR E",East,5050126.05,Evening,Steve Desroches,700,2000,368242.7954,5015170.8083
7755,2020,"HONDA/AMERICAN HONDA MOTOR CO.,",CIVIC (AND CRX),Automobile,BLK,,Friday,N,Byward Market,Ward 12 - Rideau-Vanier,Sector 24,8/26/2023 5:00:00 AM,8/25/2023 5:00:00 AM,2023,"DALHOUSIE ST, YORK ST",Central,5050054.00,Evening,Stéphanie Plante,800,1900,368093.897,5032418.5814
7756,2018,FORD,SPECIAL,Suv,GRY,,Tuesday,Y,Osgoode,Ward 20 - Osgoode,Sector 36,6/14/2023 5:00:00 AM,6/13/2023 5:00:00 AM,2023,"BOYD ST, OSGOODE MAIN ST",East,5050191.02,Evening,George Darouze,100,2200,374500.9018,5000585.3188
7757,2014,ACURA,,Automobile,BLU,,Saturday,Y,Stittsville,Ward 6 - Stittsville,Sector 13,8/26/2023 5:00:00 AM,8/26/2023 5:00:00 AM,2023,"FOREST HEIGHTS AVE, STITT ST",West,5050151.04,Afternoon,Glen Gower,1500,1500,349658.7767,5013377.4223
7758,2010,MAZDA,MAZDA 3,Automobile,GRY,,Wednesday,Y,Byward Market,Ward 12 - Rideau-Vanier,Sector 24,6/14/2023 5:00:00 AM,6/14/2023 5:00:00 AM,2023,"DALHOUSIE ST, MURRAY ST",Central,5050054.00,Afternoon,Stéphanie Plante,1600,1600,368000.896,5032572.5825
7759,2010,FORD,,Truck,WHI,,Friday,Y,Hunt Club East - Western Community,Ward 16 - River,Sector 35,8/26/2023 5:00:00 AM,8/25/2023 5:00:00 AM,2023,"PAUL ANKA DR, UPLANDS DR",East,5050002.05,Evening,Riley Brockington,200,1800,369457.9136,5023574.5079
7760,2021,CHEVROLET,EXPRESS,Van,WHI,,Wednesday,Y,East Industrial,Ward 11 - Beacon Hill-Cyrville,Sector 33,6/14/2023 5:00:00 AM,6/14/2023 5:00:00 AM,2023,"HIGHWAY 417, HWY 417 RR 174 IC113R85",East,5050122.02,Night,Tim Tierney,300,300,373991.9198,5031651.5632
7761,2016,GENERAL MOTORS CORP.,,Truck,WHI,,Friday,Y,Centretown,Ward 14 - Somerset,Sector 23,8/26/2023 5:00:00 AM,8/25/2023 5:00:00 AM,2023,"CARTIER ST, DELAWARE AVE",Central,5050037.02,Afternoon,Ariel Troster,1200,1600,368556.9019,5030904.5666
7762,2021,HYUNDAI,,Automobile,GRY,,Wednesday,Y,Orléans Chapel Hill South,Ward 19 - Orléans South-Navan,Sector 31,6/14/2023 5:00:00 AM,6/14/2023 5:00:00 AM,2023,"FRANK BENDER ST, INNES RD",East,5050125.10,Afternoon,Catherine Kitts,1300,1200,382124.2986,5035259.8882
7763,2019,NISSAN,ALTIMA,Automobile,RED,,Friday,N,Emerald Woods - Sawmill Creek,Ward 10 - Gloucester-Southgate,Sector 35,8/26/2023 5:00:00 AM,8/25/2023 5:00:00 AM,2023,"PALINGS PRIV, MILLSTREAM WAY",East,5050123.01,Evening,Jessica Bradley,800,1900,371343.8851,5023581.9658
7764,2015,RAM TRUCKS,,Truck,WHI,,Wednesday,N,Katimavik - Hazeldean,Ward 4 - Kanata North,Sector 13,6/14/2023 5:00:00 AM,6/14/2023 5:00:00 AM,2023,"TRANSITWAY, TRANSITWAY, TRANSITWAY",West,5050160.06,Afternoon,Cathy Curry,1900,1600,351238.8695,5018951.2322
7765,2022,"TOYOTA/ TOYOTA MOTOR CO., LTD.",HIGHLANDER,Suv,GRY,,Friday,Y,Civic Hospital-Central Park,Ward 16 - River,Sector 21,8/26/2023 5:00:00 AM,8/25/2023 5:00:00 AM,2023,"CEDAR PARK ST, WHITESTONE DR",Central,5050023.02,Evening,Riley Brockington,900,2000,364418.0134,5025857.5238
7766,2020,"TOYOTA/ TOYOTA MOTOR CO., LTD.",RAV4,Automobile,RED,45000,Thursday,Y,Ottawa South,Ward 17 - Capital,Sector 22,6/15/2023 5:00:00 AM,6/15/2023 5:00:00 AM,2023,"BURNHAM RD, ONSLOW CRES",Central,5050016.00,Morning,Shawn Menard,600,600,369574.7655,5029913.7188
7767,2021,LEXUS,,Automobile,BLK,,Sunday,Y,East Industrial,Ward 18 - Alta Vista,Sector 33,8/27/2023 5:00:00 AM,8/27/2023 5:00:00 AM,2023,"BARBERRY LANE, LANCASTER RD",East,5050011.01,Morning,Marty Carr,700,700,374694.4123,5028956.5622
7768,2021,"HONDA/AMERICAN HONDA MOTOR CO.,",CRV,Automobile,WHI,,Thursday,N,Hunt Club Park,Ward 10 - Gloucester-Southgate,Sector 33,6/15/2023 5:00:00 AM,6/15/2023 5:00:00 AM,2023,"HORSDAL PRIV, TED GRANT PRIV E",East,5050001.07,Afternoon,Jessica Bradley,1700,1700,373961.3346,5025805.578
7769,2023,INFINITI,,Suv,BLK,,Saturday,Y,Orléans Chapel Hill,Ward 2 - Orléans West-Innes,Sector 31,8/27/2023 5:00:00 AM,8/26/2023 5:00:00 AM,2023,"GREENRIDGE ST, HENRI LAUZON ST",East,5050125.07,Evening,Laura Dudas,700,2200,380455.3921,5036432.3973
7770,2022,,,Motor Home,WHI,,Sunday,Y,Vars,Ward 20 - Osgoode,Sector 37,8/27/2023 5:00:00 AM,8/27/2023 5:00:00 AM,2023,"ROCKDALE RD, RUSSLAND RD, HIGHWAY LANE",East,5050171.03,Night,George Darouze,1100,500,395331.0669,5022983.4451
7771,2021,LEXUS,,Automobile,SIL,,Wednesday,N,Civic Hospital-Central Park,Ward 16 - River,Sector 21,6/15/2023 5:00:00 AM,6/14/2023 5:00:00 AM,2023,"GRENWICH CIRC, GRENWICH CIRC",Central,5050023.02,Evening,Riley Brockington,1200,2000,364279.3493,5025631.1956
7772,,DODGE,,Truck,BLK,,Sunday,Y,Cummings,Ward 13 - Rideau-Rockcliffe,Sector 32,8/27/2023 5:00:00 AM,8/27/2023 5:00:00 AM,2023,"CUMMINGS AVE, QUEBEC ST",East,5050061.00,,Rawlson King,1200,,372247.9093,5033431.5822
7773,2020,"TOYOTA/ TOYOTA MOTOR CO., LTD.",RAV4,Automobile,GRY,,Wednesday,N,Katimavik - Hazeldean,Ward 23 - Kanata South,Sector 13,6/15/2023 5:00:00 AM,6/14/2023 5:00:00 AM,2023,"AIRD PL, BATON CRT",West,5050160.06,Evening,Allan Hubley,600,2200,351772.8075,5019019.4642
7774,2013,RAM TRUCKS,,Truck,BRN,,Sunday,Y,New Barrhaven - New Development - Stonebridge,Ward 24 - Barrhaven East,Sector 16,8/27/2023 5:00:00 AM,8/27/2023 5:00:00 AM,2023,"CALAVERAS AVE, PLUMAS GT",West,5050141.11,Evening,Wilson Lo,200,2100,364800.1401,5015757.5814
7775,2019,"TOYOTA/ TOYOTA MOTOR CO., LTD.",,Automobile,RED,50000,Wednesday,N,Katimavik - Hazeldean,Ward 23 - Kanata South,Sector 13,6/15/2023 5:00:00 AM,6/14/2023 5:00:00 AM,2023,"CHIMO DR, AMUNDSEN CRES S, INUVIK CRES S",West,5050160.04,Afternoon,Allan Hubley,800,1600,352915.8162,5019289.4661
7776,2010,"TOYOTA/ TOYOTA MOTOR CO., LTD.",,Automobile,GRY,6500,Sunday,N,Emerald Woods - Sawmill Creek,Ward 10 - Gloucester-Southgate,Sector 35,8/28/2023 5:00:00 AM,8/27/2023 5:00:00 AM,2023,"SOUTHDOWN CRT, SOUTHDOWN CRT, SOUTHDOWN CRT",East,5050123.01,Evening,Jessica Bradley,600,2200,371636.2964,5023301.6012
7777,2020,"TOYOTA/ TOYOTA MOTOR CO., LTD.",,Automobile,RED,,Thursday,N,Civic Hospital-Central Park,Ward 16 - River,Sector 21,6/15/2023 5:00:00 AM,6/15/2023 5:00:00 AM,2023,"STATE ST, WHITESTONE DR N",Central,5050023.02,Night,Riley Brockington,700,0,364355.5383,5025809.2016
7778,2017,GENERAL MOTORS CORP.,,Truck,WHI,,Monday,Y,Russell - Edwards,Ward 20 - Osgoode,Sector 37,8/28/2023 5:00:00 AM,8/28/2023 5:00:00 AM,2023,"BOUNDARY RD, BOUNDARY RD",East,5050190.01,Morning,George Darouze,1200,1000,389016.023,5019728.455
7779,2021,LAND ROVER,RANGE ROVER,Automobile,SIL,140000,Friday,N,Crestview - Meadowlands,Ward 8 - College,Sector 17,6/16/2023 5:00:00 AM,6/16/2023 5:00:00 AM,2023,"CHIPPEWA AVE, CORDOVA ST",West,5050133.00,Night,Laine Johnson,500,500,363677.8856,5024271.5121
7780,2016,,,Trailer,BLK,25000,Friday,N,Vanier South,Ward 12 - Rideau-Vanier,Sector 25,8/28/2023 5:00:00 AM,8/18/2023 5:00:00 AM,2023,"HERITAGE MAPLE WAY, OLMSTEAD ST",Central,5050100.00,Afternoon,Stéphanie Plante,1200,1200,370468.3636,5032866.7972
7781,2023,BMW,,Suv,BLK,,Sunday,Y,Hunt Club - Ottawa Airport,Ward 10 - Gloucester-Southgate,Sector 35,6/16/2023 5:00:00 AM,4/30/2023 5:00:00 AM,2023,"AIRPORT PARKWAY PRIV, TRACKER PRIV",East,5050127.00,Afternoon,Jessica Bradley,1100,1200,370343.1152,5020748.3233
7782,2002,"TOYOTA/ TOYOTA MOTOR CO., LTD.",RAV4,Automobile,RED,5000,Monday,Y,Rockcliffe - Manor Park,Ward 13 - Rideau-Rockcliffe,Sector 25,8/28/2023 5:00:00 AM,8/28/2023 5:00:00 AM,2023,"BARCLAY RD, EASTBOURNE AVE",Central,5050059.00,,Rawlson King,500,,370933.8997,5035075.6008
7783,2023,CHEVROLET,,Truck,BLK,,Thursday,Y,Hunt Club South Industrial,Ward 9 - Knoxdale-Merivale,Sector 17,6/16/2023 5:00:00 AM,6/8/2023 5:00:00 AM,2023,"MERIVALE RD, BENTLEY AVE, CAMELOT DR",West,5050130.01,Afternoon,Sean Devine,1100,1200,365773.8115,5021559.3407
7784,2023,GENERAL MOTORS CORP.,YUKON,Automobile,BLK,,Sunday,N,Bells Corners East,Ward 8 - College,Sector 15,8/28/2023 5:00:00 AM,8/27/2023 5:00:00 AM,2023,"CEDARBANK AVE, HARWICK CRES W",West,5050136.01,Evening,Laine Johnson,700,2000,357684.8494,5020215.4737
7785,2020,"TOYOTA/ TOYOTA MOTOR CO., LTD.",,Automobile,GRY,,Friday,Y,Hawthorne Meadows - Sheffield Glen,Ward 18 - Alta Vista,Sector 33,6/16/2023 5:00:00 AM,6/16/2023 5:00:00 AM,2023,"ST. LAURENT BLVD, ST. LAURENT BLVD SERVICE",East,5050010.00,Afternoon,Marty Carr,1800,1600,373498.924,5029148.5448
7786,2021,MAZDA,CX-9,Automobile,WHI,,Monday,Y,Orléans Queenswood Heights,Ward 1 - Orléans East-Cumberland,Sector 31,8/29/2023 5:00:00 AM,8/28/2023 5:00:00 AM,2023,"AMIENS ST, ST. GEORGES ST",East,5050170.03,Evening,Matthew Luloff,500,2300,382638.9397,5037450.573
7787,2020,ACURA,RDX,Automobile,GRY,,Saturday,Y,Hunt Club Park,Ward 10 - Gloucester-Southgate,Sector 33,6/17/2023 5:00:00 AM,6/17/2023 5:00:00 AM,2023,"BLOHM DR, REUBENS CRT, TAJ CRT",East,5050001.08,Night,Jessica Bradley,700,100,374501.1128,5026389.4251
7788,2013,AUDI,,Automobile,WHI,,Sunday,Y,Beacon Hill South - Cardinal Heights,Ward 11 - Beacon Hill-Cyrville,Sector 32,8/29/2023 5:00:00 AM,8/27/2023 5:00:00 AM,2023,"CHIMNEY HILL WAY, MONTREAL RD",East,5050121.01,Evening,Tim Tierney,1700,2300,374577.2555,5034368.4365
7789,2016,HYUNDAI,,Automobile,BLK,18000,Friday,Y,Bayshore,Ward 7 - Bay,Sector 14,6/17/2023 5:00:00 AM,6/16/2023 5:00:00 AM,2023,CARLING AVE:REC PATH/525M E OF HOLLY ACRES,West,5050138.00,Evening,Theresa Kavanagh,1000,2300,358675.8947,5023772.3522
7790,2019,MAZDA,,Automobile,BLK,,Saturday,Y,Carlington,Ward 16 - River,Sector 21,8/29/2023 5:00:00 AM,7/15/2023 5:00:00 AM,2023,"ARCHIBALD ST, CARLING AVE",Central,5050022.00,,Riley Brockington,900,,364636.5975,5027538.5786
7791,2021,JEEP (1989 AND AFTER),GRAND CHEROKEE,Suv,WHI,,Sunday,Y,Hunt Club East - Western Community,Ward 16 - River,Sector 35,6/18/2023 5:00:00 AM,6/18/2023 5:00:00 AM,2023,"MCCARTHY RD, PAUL ANKA DR",East,5050002.02,Night,Riley Brockington,1300,200,369699.9143,5023875.5098
7792,,,,Other,GRN,,Tuesday,N,Orléans Central,Ward 1 - Orléans East-Cumberland,Sector 31,8/29/2023 5:00:00 AM,8/29/2023 5:00:00 AM,2023,"CENTRUM BLVD, 60M EAST OF BRISEBOIS CRES",East,5050170.10,Evening,Matthew Luloff,200,2100,382099.2605,5038276.8553
7793,2016,CADILLAC,,Automobile,BLK,,Saturday,N,Greenboro East,Ward 10 - Gloucester-Southgate,Sector 35,6/18/2023 5:00:00 AM,6/17/2023 5:00:00 AM,2023,"HUNTER'S GLEN CRES S, LORRY GREENBERG DR",East,5050001.06,Evening,Jessica Bradley,500,2100,372683.8848,5025011.0087
7794,2022,JEEP (1989 AND AFTER),,Automobile,GRY,60000,Tuesday,Y,Orléans Avalon - Notting Gate - Fallingbrook - Gardenway South,Ward 19 - Orléans South-Navan,Sector 31,8/30/2023 5:00:00 AM,8/29/2023 5:00:00 AM,2023,CASA GRANDE CIR,East,5050171.12,Evening,Catherine Kitts,300,2300,384497.818,5034153.5613
7795,2020,"TOYOTA/ TOYOTA MOTOR CO., LTD.",RAV4,Automobile,GRY,,Sunday,N,Island Park,Ward 15 - Kitchissippi,Sector 21,6/18/2023 5:00:00 AM,6/18/2023 5:00:00 AM,2023,"COWLEY AVE, SUNNYMEDE AVE",Central,5050045.01,Morning,Jeff Leiper,900,900,363960.8865,5029375.5561
7796,2013,KIA MOTORS CORPORATION,SOUL,Automobile,SIL,9000,Tuesday,Y,Hunt Club East - Western Community,Ward 16 - River,Sector 35,8/30/2023 5:00:00 AM,8/29/2023 5:00:00 AM,2023,"PAUL ANKA DR, UPLANDS DR",East,5050002.05,Afternoon,Riley Brockington,800,1500,369457.9136,5023574.5079
7797,2019,ACURA,ILX,Automobile,BLK,,Sunday,Y,Vanier North,Ward 12 - Rideau-Vanier,Sector 25,6/18/2023 5:00:00 AM,6/18/2023 5:00:00 AM,2023,"MARIER AVE, MONTFORT ST",Central,5050102.00,Night,Stéphanie Plante,1300,300,370260.9016,5033539.588
7798,2022,JEEP (1989 AND AFTER),,Automobile,SIL,70000,Wednesday,Y,Orléans Avalon - Notting Gate - Fallingbrook - Gardenway South,Ward 19 - Orléans South-Navan,Sector 31,8/30/2023 5:00:00 AM,8/30/2023 5:00:00 AM,2023,"LARCASTLE CIRC, BLUEBELL ST S",East,5050171.15,Morning,Catherine Kitts,700,700,385233.852,5035608.0614
7799,2016,FORD,EDGE,Automobile,BLK,,Friday,N,Orléans Chatelaine Village,Ward 1 - Orléans East-Cumberland,Sector 31,6/18/2023 5:00:00 AM,6/16/2023 5:00:00 AM,2023,"JEANNE D'ARC BLVD, KINGLET WAY",East,5050170.01,,Matthew Luloff,1700,,381978.9308,5039113.5908
7800,1990,FORD,,Other,,,Wednesday,N,Cumberland,Ward 1 - Orléans East-Cumberland,Sector 37,8/30/2023 5:00:00 AM,8/9/2023 5:00:00 AM,2023,"NO NAME, NO NAME, NO NAME",East,5050171.06,Morning,Matthew Luloff,1000,1000,393528.2949,5041978.2119
7801,2010,FORD,SPECIAL,Suv,BLK,,Sunday,Y,Vanier North,Ward 12 - Rideau-Vanier,Sector 25,6/18/2023 5:00:00 AM,6/18/2023 5:00:00 AM,2023,"LAVERGNE ST, STE. ANNE ST",Central,5050103.00,Evening,Stéphanie Plante,200,2100,370554.9016,5033930.591
7802,2022,"TOYOTA/ TOYOTA MOTOR CO., LTD.",HIGHLANDER,Suv,BLU,,Tuesday,N,Riverside South - Leitrim,Ward 22 - Riverside South-Findlay Creek,Sector 35,8/30/2023 5:00:00 AM,8/29/2023 5:00:00 AM,2023,"CANYON WALK DR, MARBLE CANYON S",East,5050126.05,Evening,Steve Desroches,1100,2200,368450.7373,5016464.654
7803,2023,"TOYOTA/ TOYOTA MOTOR CO., LTD.",RAV4,Suv,GRY,,Saturday,Y,Westboro,Ward 15 - Kitchissippi,Sector 21,6/18/2023 5:00:00 AM,6/17/2023 5:00:00 AM,2023,"ROYAL AVE, WORKMAN AVE",Central,5050045.02,Evening,Jeff Leiper,800,2300,362994.8827,5028572.5491
7804,2010,FORD,,Van,WHI,,Friday,N,North Gower,Ward 21 - Rideau-Jock,Sector 12,8/30/2023 5:00:00 AM,8/25/2023 5:00:00 AM,2023,"CARSONBY RD, FOURTH LINE RD",West,5050200.02,Evening,David Brown,1100,2000,363611.8407,5002524.3136
7805,1995,,,Automobile,TAN,,Saturday,Y,Vars,Ward 20 - Osgoode,Sector 37,6/18/2023 5:00:00 AM,6/17/2023 5:00:00 AM,2023,Dunning Road between Russland Rd and Devine Rd,East,5050171.06,Afternoon,George Darouze,1000,1700,398003.5298,5023546.584
7806,2021,JEEP (1989 AND AFTER),,Automobile,GRY,,Tuesday,Y,Orléans Queenswood Heights,Ward 2 - Orléans West-Innes,Sector 31,8/30/2023 5:00:00 AM,8/29/2023 5:00:00 AM,2023,"LECLAIR CRES E, PIMPRENELLE TER E",East,5050170.05,Evening,Laura Dudas,200,2300,382695.9457,5035934.5614
7807,,,,Automobile,,,Sunday,Y,Russell - Edwards,Ward 22 - Riverside South-Findlay Creek,Sector 37,6/18/2023 5:00:00 AM,6/18/2023 5:00:00 AM,2023,"PERGOLA PL, SHUTTLEWORTH DR",East,5050126.09,Morning,Steve Desroches,700,700,376469.7516,5020695.4149
7808,2022,LEXUS,RX300,Suv,WHI,,Tuesday,Y,Riverside South - Leitrim,Ward 22 - Riverside South-Findlay Creek,Sector 35,8/30/2023 5:00:00 AM,8/29/2023 5:00:00 AM,2023,"NORTH BLUFF DR, OWLS CABIN AVE, SPRATT RD",East,5050126.05,Evening,Steve Desroches,900,2300,369302.3801,5016556.206
7809,2022,"TOYOTA/ TOYOTA MOTOR CO., LTD.",HIGHLANDER,Suv,BLK,,Saturday,N,Hunt Club Park,Ward 10 - Gloucester-Southgate,Sector 33,6/18/2023 5:00:00 AM,6/17/2023 5:00:00 AM,2023,"BLOHM DR, WINNEGREEN CRT E, FORESTGLADE CRES N",East,5050001.08,Evening,Jessica Bradley,1100,2300,375060.6555,5026435.1081
7810,2022,RAM TRUCKS,,Truck,WHI,,Wednesday,Y,Hunt Club Woods - Quintarra - Revelstoke,Ward 16 - River,Sector 35,8/31/2023 5:00:00 AM,8/30/2023 5:00:00 AM,2023,"AIRPORT PKY, TRANSITWAY, WALKLEY RD",East,5050002.01,Evening,Riley Brockington,1300,1900,370077.9143,5025790.5244
7811,2021,"TOYOTA/ TOYOTA MOTOR CO., LTD.",HIGHLANDER,Automobile,GRY,,Sunday,N,Ottawa South,Ward 17 - Capital,Sector 22,6/19/2023 5:00:00 AM,6/18/2023 5:00:00 AM,2023,"FENTIMAN AVE, RIVERDALE AVE",Central,5050016.00,Evening,Shawn Menard,600,2100,369078.1157,5028633.4112
7812,2022,DODGE,RAM 1500 PU,Automobile,GRY,80000,Thursday,Y,Katimavik - Hazeldean,Ward 4 - Kanata North,Sector 13,8/31/2023 5:00:00 AM,8/31/2023 5:00:00 AM,2023,"CORDILLERA ST, CANADIAN SHIELD AVE",West,5050160.06,Morning,Cathy Curry,600,600,351520.8913,5019568.4252
